Liste;No;unknown;Act;Domain;;;;;
BcAuthWhitelist2;1551799275;unknown;Add;ka.parallels.com;moc.slellarap.ak;;;;
BcAuthWhitelist2;1551799275;unknown;Add;ka.parallels.com;moc.slellarap.ak;;;;
BcAuthWhitelist2;1551799341;unknown;Add;ka.parallels.com;moc.slellarap.ak;;;;
BcNoSSLIntercept;1551799341;unknown;Add;ka.parallels.com;moc.slellarap.ak;;;;
BcNoSSLIntercept;1551799341;unknown;Add;ka.parallels.com;moc.slellarap.ak;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.interactivedata-ms.com;moc.sm-atadevitcaretni.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.parxsystems.com;moc.smetsysxrap.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.sparxsystems.com;moc.smetsysxraps.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;jetbrains.com;moc.sniarbtej;;;;
BcAuthWhitelist2;1551799275;unknown;Add;lservice-auth.jetbrains.com;moc.sniarbtej.htua-ecivresl;;;;
BcAuthWhitelist2;1551799275;unknown;Add;account.jetbrains.com;moc.sniarbtej.tnuocca;;;;
BcAuthWhitelist2;1551799275;unknown;Add;erlang-solutions.com;moc.snoitulos-gnalre;;;;
BcAuthWhitelist2;1551799275;unknown;Add;sqltestwebservice2.sqlworkshops.com;moc.spohskrowlqs.2ecivresbewtsetlqs;;;;
BcAuthWhitelist2;1551799275;unknown;Add;sqltestwebservice.sqlworkshops.com;moc.spohskrowlqs.ecivresbewtsetlqs;;;;
BcAuthWhitelist2;1551799275;unknown;Add;sqltestexamples.sqlworkshops.com;moc.spohskrowlqs.selpmaxetsetlqs;;;;
BcAuthWhitelist2;1551799275;unknown;Add;postfinance.xmatters.com;moc.srettamx.ecnaniftsop;;;;
BcNoSSLIntercept;1551799341;unknown;Add;postfinance.xmatters.com;moc.srettamx.ecnaniftsop;;;;
BcAuthWhitelist2;1551799275;unknown;Add;postfinance-np.xmatters.com;moc.srettamx.pn-ecnaniftsop;;;;
BcNoSSLIntercept;1551799341;unknown;Add;postfinance-np.xmatters.com;moc.srettamx.pn-ecnaniftsop;;;;
BcAuthWhitelist;1551799275;unknown;Add;compute-1.amazonaws.com;moc.swanozama.1-etupmoc;;;;
BcAuthWhitelist2;1551799275;unknown;Add;compute-1.amazonaws.com;moc.swanozama.1-etupmoc;;;;
BcAuthWhitelist;1551799341;unknown;Add;compute-1.amazonaws.com;moc.swanozama.1-etupmoc;;;;
BcNoSSLIntercept;1551799341;unknown;Add;compute-1.amazonaws.com;moc.swanozama.1-etupmoc;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-d1100-prod.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.dorp-0011d-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-d1100-prod.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.dorp-0011d-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-a30-prod.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.dorp-03a-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-a30-prod.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.dorp-03a-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-b90-prod.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.dorp-09b-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-b90-prod.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.dorp-09b-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-f61-prod.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.dorp-16f-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-f61-prod.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.dorp-16f-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-g181-prod.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.dorp-181g-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-g181-prod.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.dorp-181g-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-e15-prod.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.dorp-51e-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-e15-prod.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.dorp-51e-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-c366-prod.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.dorp-663c-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-c366-prod.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.dorp-663c-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-d1100-int.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tni-0011d-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-d1100-int.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tni-0011d-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-a30-int.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tni-03a-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-a30-int.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tni-03a-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-b90-int.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tni-09b-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-b90-int.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tni-09b-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-f61-int.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tni-16f-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-f61-int.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tni-16f-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-g181-int.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tni-181g-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-g181-int.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tni-181g-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-e15-int.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tni-51e-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-e15-int.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tni-51e-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-c366-int.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tni-663c-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-c366-int.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tni-663c-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-d1100-test.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tset-0011d-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-d1100-test.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tset-0011d-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-f61-test.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tset-16f-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-f61-test.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tset-16f-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-g181-test.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tset-181g-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-g181-test.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tset-181g-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-e15-test.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tset-51e-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-e15-test.s3.eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue.3s.tset-51e-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-d1100-prod.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.dorp-0011d-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-d1100-prod.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.dorp-0011d-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-a30-prod.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.dorp-03a-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-a30-prod.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.dorp-03a-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-b90-prod.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.dorp-09b-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-b90-prod.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.dorp-09b-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-f61-prod.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.dorp-16f-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-f61-prod.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.dorp-16f-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-g181-prod.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.dorp-181g-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-g181-prod.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.dorp-181g-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-e15-prod.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.dorp-51e-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-e15-prod.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.dorp-51e-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-c366-prod.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.dorp-663c-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-c366-prod.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.dorp-663c-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-d1100-int.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tni-0011d-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-d1100-int.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tni-0011d-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-a30-int.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tni-03a-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-a30-int.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tni-03a-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-b90-int.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tni-09b-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-b90-int.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tni-09b-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-f61-int.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tni-16f-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-f61-int.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tni-16f-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-g181-int.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tni-181g-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-g181-int.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tni-181g-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-e15-int.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tni-51e-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-e15-int.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tni-51e-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-c366-int.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tni-663c-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-c366-int.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tni-663c-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-d1100-test.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tset-0011d-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-d1100-test.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tset-0011d-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-a30-test.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tset-03a-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-a30-test.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tset-03a-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-b90-test.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tset-09b-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-b90-test.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tset-09b-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-f61-test.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tset-16f-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-f61-test.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tset-16f-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-g181-test.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tset-181g-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-g181-test.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tset-181g-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-e15-test.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tset-51e-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-e15-test.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tset-51e-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;sisy-c366-test.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tset-663c-ysis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sisy-c366-test.s3-eu-central-1.amazonaws.com;moc.swanozama.1-lartnec-ue-3s.tset-663c-ysis;;;;
BcAuthWhitelist;1551799341;unknown;Add;briefbilddaten-prod.s3.eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue.3s.dorp-netaddlibfeirb;;;;
BcNoSSLIntercept;1551799341;unknown;Add;briefbilddaten-prod.s3.eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue.3s.dorp-netaddlibfeirb;;;;
BcAuthWhitelist;1551799341;unknown;Add;paketbilddaten-prod.s3.eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue.3s.dorp-netaddlibtekap;;;;
BcNoSSLIntercept;1551799341;unknown;Add;paketbilddaten-prod.s3.eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue.3s.dorp-netaddlibtekap;;;;
BcAuthWhitelist;1551799341;unknown;Add;briefbilddaten-int.s3.eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue.3s.tni-netaddlibfeirb;;;;
BcNoSSLIntercept;1551799341;unknown;Add;briefbilddaten-int.s3.eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue.3s.tni-netaddlibfeirb;;;;
BcAuthWhitelist;1551799341;unknown;Add;paketbilddaten-int.s3.eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue.3s.tni-netaddlibtekap;;;;
BcNoSSLIntercept;1551799341;unknown;Add;paketbilddaten-int.s3.eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue.3s.tni-netaddlibtekap;;;;
BcAuthWhitelist;1551799341;unknown;Add;briefbilddaten-prod.s3-eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue-3s.dorp-netaddlibfeirb;;;;
BcNoSSLIntercept;1551799341;unknown;Add;briefbilddaten-prod.s3-eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue-3s.dorp-netaddlibfeirb;;;;
BcAuthWhitelist;1551799341;unknown;Add;paketbilddaten-prod.s3-eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue-3s.dorp-netaddlibtekap;;;;
BcNoSSLIntercept;1551799341;unknown;Add;paketbilddaten-prod.s3-eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue-3s.dorp-netaddlibtekap;;;;
BcAuthWhitelist;1551799341;unknown;Add;briefbilddaten-int.s3-eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue-3s.tni-netaddlibfeirb;;;;
BcNoSSLIntercept;1551799341;unknown;Add;briefbilddaten-int.s3-eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue-3s.tni-netaddlibfeirb;;;;
BcAuthWhitelist;1551799341;unknown;Add;paketbilddaten-int.s3-eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue-3s.tni-netaddlibtekap;;;;
BcNoSSLIntercept;1551799341;unknown;Add;paketbilddaten-int.s3-eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue-3s.tni-netaddlibtekap;;;;
BcAuthWhitelist;1551799341;unknown;Add;paketbilddaten-test.s3-eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue-3s.tset-netaddlibtekap;;;;
BcNoSSLIntercept;1551799341;unknown;Add;paketbilddaten-test.s3-eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue-3s.tset-netaddlibtekap;;;;
BcAuthWhitelist;1551799341;unknown;Add;bildendaten-test.s3-eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue-3s.tset-netadnedlib;;;;
BcNoSSLIntercept;1551799341;unknown;Add;bildendaten-test.s3-eu-west-1.amazonaws.com;moc.swanozama.1-tsew-ue-3s.tset-netadnedlib;;;;
BcAuthWhitelist;1551799275;unknown;Add;s3.amazonaws.com;moc.swanozama.3s;;;;
BcAuthWhitelist2;1551799275;unknown;Add;s3.amazonaws.com;moc.swanozama.3s;;;;
BcAuthWhitelist2;1551799275;unknown;Add;wetransfer-eu1.s3.amazonaws.com;moc.swanozama.3s.1ue-refsnartew;;;;
BcAuthWhitelist2;1551799275;unknown;Add;hermes5.s3.amazonaws.com;moc.swanozama.3s.5semreh;;;;
BcAuthWhitelist2;1551799341;unknown;Add;briefbilddaten-prod.s3.amazonaws.com;moc.swanozama.3s.dorp-netaddlibfeirb;;;;
BcAuthWhitelist;1551799341;unknown;Add;briefbilddaten-prod.s3.amazonaws.com;moc.swanozama.3s.dorp-netaddlibfeirb;;;;
BcExcepList3;1551799341;unknown;Add;briefbilddaten-prod.s3.amazonaws.com;moc.swanozama.3s.dorp-netaddlibfeirb;;;;
BcNoSSLIntercept;1551799341;unknown;Add;briefbilddaten-prod.s3.amazonaws.com;moc.swanozama.3s.dorp-netaddlibfeirb;;;;
BcAuthWhitelist2;1551799341;unknown;Add;paketbilddaten-prod.s3.amazonaws.com;moc.swanozama.3s.dorp-netaddlibtekap;;;;
BcAuthWhitelist;1551799341;unknown;Add;paketbilddaten-prod.s3.amazonaws.com;moc.swanozama.3s.dorp-netaddlibtekap;;;;
BcExcepList3;1551799341;unknown;Add;paketbilddaten-prod.s3.amazonaws.com;moc.swanozama.3s.dorp-netaddlibtekap;;;;
BcNoSSLIntercept;1551799341;unknown;Add;paketbilddaten-prod.s3.amazonaws.com;moc.swanozama.3s.dorp-netaddlibtekap;;;;
BcAuthWhitelist;1551799275;unknown;Add;github-cloud.s3.amazonaws.com;moc.swanozama.3s.duolc-buhtig;;;;
BcNoSSLIntercept;1551799275;unknown;Add;github-cloud.s3.amazonaws.com;moc.swanozama.3s.duolc-buhtig;;;;
BcExcepList3;1551799275;unknown;Add;github-cloud.s3.amazonaws.com;moc.swanozama.3s.duolc-buhtig;;;;
BcAuthWhitelist2;1551799275;unknown;Add;github-cloud.s3.amazonaws.com;moc.swanozama.3s.duolc-buhtig;;;;
BcAuthWhitelist2;1551799275;unknown;Add;github-cloud.s3.amazonaws.com;moc.swanozama.3s.duolc-buhtig;;;;
BcAuthWhitelist2;1551799275;unknown;Add;uploads-slideshare.s3.amazonaws.com;moc.swanozama.3s.erahsedils-sdaolpu;;;;
BcAuthWhitelist;1551799275;unknown;Add;packages-gitlab-com.s3.amazonaws.com;moc.swanozama.3s.moc-baltig-segakcap;;;;
BcNoSSLIntercept;1551799275;unknown;Add;packages-gitlab-com.s3.amazonaws.com;moc.swanozama.3s.moc-baltig-segakcap;;;;
BcExcepList3;1551799275;unknown;Add;packages-gitlab-com.s3.amazonaws.com;moc.swanozama.3s.moc-baltig-segakcap;;;;
BcAuthWhitelist2;1551799275;unknown;Add;packages-gitlab-com.s3.amazonaws.com;moc.swanozama.3s.moc-baltig-segakcap;;;;
BcAuthWhitelist2;1551799275;unknown;Add;packages-gitlab-com.s3.amazonaws.com;moc.swanozama.3s.moc-baltig-segakcap;;;;
BcAuthWhitelist;1551799275;unknown;Add;bbuseruploads.s3.amazonaws.com;moc.swanozama.3s.sdaolpuresubb;;;;
BcNoSSLIntercept;1551799275;unknown;Add;bbuseruploads.s3.amazonaws.com;moc.swanozama.3s.sdaolpuresubb;;;;
BcExcepList3;1551799275;unknown;Add;bbuseruploads.s3.amazonaws.com;moc.swanozama.3s.sdaolpuresubb;;;;
BcAuthWhitelist2;1551799275;unknown;Add;bbuseruploads.s3.amazonaws.com;moc.swanozama.3s.sdaolpuresubb;;;;
BcAuthWhitelist2;1551799275;unknown;Add;bbuseruploads.s3.amazonaws.com;moc.swanozama.3s.sdaolpuresubb;;;;
BcAuthWhitelist2;1551799275;unknown;Add;fanpage.it.s3.amazonaws.com;moc.swanozama.3s.ti.egapnaf;;;;
BcAuthWhitelist2;1551799341;unknown;Add;briefbilddaten-int.s3.amazonaws.com;moc.swanozama.3s.tni-netaddlibfeirb;;;;
BcAuthWhitelist;1551799341;unknown;Add;briefbilddaten-int.s3.amazonaws.com;moc.swanozama.3s.tni-netaddlibfeirb;;;;
BcExcepList3;1551799341;unknown;Add;briefbilddaten-int.s3.amazonaws.com;moc.swanozama.3s.tni-netaddlibfeirb;;;;
BcNoSSLIntercept;1551799341;unknown;Add;briefbilddaten-int.s3.amazonaws.com;moc.swanozama.3s.tni-netaddlibfeirb;;;;
BcAuthWhitelist2;1551799275;unknown;Add;wetransferbeta-eu.s3.amazonaws.com;moc.swanozama.3s.ue-atebrefsnartew;;;;
BcAuthWhitelist2;1551799275;unknown;Add;coova-dev.s3.amazonaws.com;moc.swanozama.3s.ved-avooc;;;;
BcAuthWhitelist;1551799275;unknown;Add;packages-gitlab-com.s3-accelerate.amazonaws.com;moc.swanozama.etarelecca-3s.moc-baltig-segakcap;;;;
BcAuthWhitelist2;1551799275;unknown;Add;packages-gitlab-com.s3-accelerate.amazonaws.com;moc.swanozama.etarelecca-3s.moc-baltig-segakcap;;;;
BcAuthWhitelist2;1551799275;unknown;Add;passenger.stealthymonkeys.com;moc.syeknomyhtlaets.regnessap;;;;
BcAuthWhitelist2;1551799275;unknown;Add;repo.co3sys.com;moc.sys3oc.oper;;;;
BcAuthWhitelist2;1551799275;unknown;Add;360t.com;moc.t063;;;;
BcAuthWhitelist2;1551799275;unknown;Add;redhat.com;moc.tahder;;;;
BcAuthWhitelist2;1551799275;unknown;Add;cdn.redhat.com;moc.tahder.ndc;;;;
BcAuthWhitelist2;1551799275;unknown;Add;subscription.rhn.redhat.com;moc.tahder.nhr.noitpircsbus;;;;
BcAuthWhitelist2;1551799275;unknown;Add;access.redhat.com;moc.tahder.ssecca;;;;
BcNoSSLIntercept;1551799341;unknown;Add;bluecoat.com;moc.taoceulb;;;;
BcNoSSLIntercept;1551799341;unknown;Add;download.bluecoat.com;moc.taoceulb.daolnwod;;;;
BcNoSSLIntercept;1551799341;unknown;Add;av-download.bluecoat.com;moc.taoceulb.daolnwod-va;;;;
BcNoSSLIntercept;1551799341;unknown;Add;bto.bluecoat.com;moc.taoceulb.otb;;;;
BcNoSSLIntercept;1551799341;unknown;Add;services.bluecoat.com;moc.taoceulb.secivres;;;;
BcNoSSLIntercept;1551799341;unknown;Add;sitereview.bluecoat.com;moc.taoceulb.weiveretis;;;;
BcNoSSLIntercept;1551799341;unknown;Add;www.bluecoat.com;moc.taoceulb.www;;;;
BcNoSSLIntercept;1551799341;unknown;Add;threatconnect.com;moc.tcennoctaerht;;;;
BcAuthWhitelist2;1551799275;unknown;Add;maven.restlet.com;moc.teltser.nevam;;;;
BcExecutableExceptions;1551799275;unknown;Add;go.microsoft.com;moc.tfosorcim.og;;;;
BcAuthWhitelist;1551799275;unknown;Add;go.microsoft.com;moc.tfosorcim.og;;;;
BcNoAVResponseURLs;1551799275;unknown;Add;go.microsoft.com;moc.tfosorcim.og;;;;
BcProtocolDetection;1551799275;unknown;Add;go.microsoft.com;moc.tfosorcim.og;;;;
BcAuthWhitelist2;1551799275;unknown;Add;go.microsoft.com;moc.tfosorcim.og;;;;
BcExecutableExceptions;1551799275;unknown;Add;support.microsoft.com;moc.tfosorcim.troppus;;;;
BcAuthWhitelist;1551799275;unknown;Add;support.microsoft.com;moc.tfosorcim.troppus;;;;
BcNoAVResponseURLs;1551799275;unknown;Add;support.microsoft.com;moc.tfosorcim.troppus;;;;
BcProtocolDetection;1551799275;unknown;Add;support.microsoft.com;moc.tfosorcim.troppus;;;;
BcAuthWhitelist2;1551799275;unknown;Add;support.microsoft.com;moc.tfosorcim.troppus;;;;
BcAuthWhitelist2;1551799275;unknown;Add;filetransfer.support.microsoft.com;moc.tfosorcim.troppus.refsnartelif;;;;
BcAuthWhitelist2;1551799275;unknown;Add;s-microsoft.com;moc.tfosorcim-s;;;;
BcAuthWhitelist2;1551799275;unknown;Add;swsoft.com;moc.tfosws;;;;
BcNoSSLIntercept;1551799341;unknown;Add;swsoft.com;moc.tfosws;;;;
BcAuthWhitelist2;1551799275;unknown;Add;ggpht.com;moc.thpgg;;;;
BcAuthWhitelist2;1551799275;unknown;Add;raw.githubusercontent.com;moc.tnetnocresubuhtig.war;;;;
